Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
25265316,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2005,SEX,FMLE,NA,NA,NA,NA,NA,NA,33 [26-40],32.87515,26.38659,40.42134,NA,2021-02-09T16:23:33.42+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25265317,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2001,SEX,MLE,NA,NA,NA,NA,NA,NA,42 [34-50],41.53558,33.84442,50.37999,NA,2021-02-09T16:23:33.433+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25265318,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2013,SEX,BTSX,NA,NA,NA,NA,NA,NA,59 [48-73],59.18637,47.74116,72.74367,NA,2021-02-09T16:23:33.463+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25265319,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2012,SEX,FMLE,NA,NA,NA,NA,NA,NA,35 [28-43],35.27501,28.31985,43.34422,NA,2021-02-09T16:23:33.48+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25265320,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2010,SEX,BTSX,NA,NA,NA,NA,NA,NA,49 [39-60],48.62348,39.17777,59.66194,NA,2021-02-09T16:23:33.497+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25265321,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2016,SEX,BTSX,NA,NA,NA,NA,NA,NA,46 [37-57],46.28779,36.86464,57.1912,NA,2021-02-09T16:23:33.513+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25265322,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2019,SEX,FMLE,NA,NA,NA,NA,NA,NA,23 [18-28],22.55186,17.8209,28.07273,NA,2021-02-09T16:23:33.543+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25265323,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2015,SEX,BTSX,NA,NA,NA,NA,NA,NA,55 [44-69],55.44312,44.27927,68.5964,NA,2021-02-09T16:23:33.56+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25265324,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2017,SEX,FMLE,NA,NA,NA,NA,NA,NA,23 [18-28],22.72534,17.998169999999998,28.17925,NA,2021-02-09T16:23:33.577+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25265325,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2010,SEX,FMLE,NA,NA,NA,NA,NA,NA,22 [18-27],22.37009,18.00541,27.36572,NA,2021-02-09T16:23:33.607+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25265326,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2019,SEX,MLE,NA,NA,NA,NA,NA,NA,24 [19-30],24.20032,19.18608,30.1962,NA,2021-02-09T16:23:33.623+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25265327,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2008,SEX,MLE,NA,NA,NA,NA,NA,NA,27 [22-34],27.47615,22.14867,33.80691,NA,2021-02-09T16:23:33.653+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25265328,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2009,SEX,MLE,NA,NA,NA,NA,NA,NA,33 [27-41],33.44289,26.96447,40.99795,NA,2021-02-09T16:23:33.67+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25265329,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2001,SEX,FMLE,NA,NA,NA,NA,NA,NA,39 [32-48],39.48195,31.99343,48.31452,NA,2021-02-09T16:23:33.683+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25265330,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2017,SEX,BTSX,NA,NA,NA,NA,NA,NA,47 [37-58],47.14046,37.37139,58.38642,NA,2021-02-09T16:23:33.717+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25265331,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2011,SEX,BTSX,NA,NA,NA,NA,NA,NA,70 [57-86],70.1092,56.65262,85.91726,NA,2021-02-09T16:23:33.733+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25265332,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2009,SEX,BTSX,NA,NA,NA,NA,NA,NA,62 [50-76],62.38558,50.30964,76.41495,NA,2021-02-09T16:23:33.763+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25265333,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2014,SEX,FMLE,NA,NA,NA,NA,NA,NA,20 [16-24],19.67214,15.7565,24.2493,NA,2021-02-09T16:23:33.78+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25265334,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2015,SEX,FMLE,NA,NA,NA,NA,NA,NA,26 [21-32],25.8759,20.68277,31.96998,NA,2021-02-09T16:23:33.81+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25265335,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2016,SEX,MLE,NA,NA,NA,NA,NA,NA,24 [19-30],24.03842,19.18487,29.64121,NA,2021-02-09T16:23:33.827+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25265336,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2010,SEX,MLE,NA,NA,NA,NA,NA,NA,26 [21-32],26.2534,21.17236,32.29622,NA,2021-02-09T16:23:33.843+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25265337,VIOLENCE_HOMICIDENUM,COUNTRY,AUT,YEAR,2007,SEX,FMLE,NA,NA,NA,NA,NA,NA,26 [21-31],25.62814,20.62516,31.49445,NA,2021-02-09T16:23:33.873+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25266178,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2006,SEX,BTSX,NA,NA,NA,NA,NA,NA,222 [148-323],221.6631,147.9764,323.4393,NA,2021-02-09T16:23:55.193+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25266179,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2019,SEX,MLE,NA,NA,NA,NA,NA,NA,198 [104-350],197.5071,103.5667,349.5099,NA,2021-02-09T16:23:55.223+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25266180,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2005,SEX,FMLE,NA,NA,NA,NA,NA,NA,45 [29-68],45.20953,28.8182,68.33961,NA,2021-02-09T16:23:55.24+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25266181,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2017,SEX,MLE,NA,NA,NA,NA,NA,NA,191 [100-331],190.6975,100.4135,330.8487,NA,2021-02-09T16:23:55.253+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25266182,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2015,SEX,FMLE,NA,NA,NA,NA,NA,NA,54 [28-93],53.67162,28.19348,93.31635,NA,2021-02-09T16:23:55.287+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25266183,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2007,SEX,MLE,NA,NA,NA,NA,NA,NA,172 [114-256],172.4454,114.1075,255.8044,NA,2021-02-09T16:23:55.3+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25266184,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2012,SEX,MLE,NA,NA,NA,NA,NA,NA,191 [109-320],190.653,108.9631,320.3187,NA,2021-02-09T16:23:55.317+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25266185,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2016,SEX,MLE,NA,NA,NA,NA,NA,NA,194 [103-336],193.7939,103.4082,335.8253,NA,2021-02-09T16:23:55.35+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25266186,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2010,SEX,MLE,NA,NA,NA,NA,NA,NA,185 [111-301],185.0291,111.2065,301.0012,NA,2021-02-09T16:23:55.363+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25266187,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2019,SEX,BTSX,NA,NA,NA,NA,NA,NA,252 [131-447],251.5824,130.9155,447.1971,NA,2021-02-09T16:23:55.397+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25266188,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2006,SEX,FMLE,NA,NA,NA,NA,NA,NA,44 [27-67],43.96105,27.48817,67.06523,NA,2021-02-09T16:23:55.413+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25266189,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2016,SEX,FMLE,NA,NA,NA,NA,NA,NA,53 [27-92],52.52202,27.43645,91.8976,NA,2021-02-09T16:23:55.43+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25266190,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2016,SEX,BTSX,NA,NA,NA,NA,NA,NA,246 [131-428],246.3159,130.8446,427.7229,NA,2021-02-09T16:23:55.46+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25266191,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2014,SEX,FMLE,NA,NA,NA,NA,NA,NA,54 [29-94],53.99447,28.73836,93.96415,NA,2021-02-09T16:23:55.477+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25266192,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2004,SEX,MLE,NA,NA,NA,NA,NA,NA,183 [130-252],182.8446,129.9338,252.1417,NA,2021-02-09T16:23:55.507+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25266193,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2008,SEX,FMLE,NA,NA,NA,NA,NA,NA,46 [28-73],46.22253,27.68873,72.74293,NA,2021-02-09T16:23:55.523+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25266194,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2003,SEX,FMLE,NA,NA,NA,NA,NA,NA,45 [29-65],44.68873,29.22887,65.46136,NA,2021-02-09T16:23:55.54+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25266195,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2017,SEX,BTSX,NA,NA,NA,NA,NA,NA,242 [127-423],242.2391,126.956,422.5245,NA,2021-02-09T16:23:55.57+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25266196,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2013,SEX,FMLE,NA,NA,NA,NA,NA,NA,52 [28-90],52.14817,28.21119,89.76663,NA,2021-02-09T16:23:55.587+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25266197,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2007,SEX,BTSX,NA,NA,NA,NA,NA,NA,221 [144-331],220.842,143.7749,330.7187,NA,2021-02-09T16:23:55.603+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25266198,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2019,SEX,FMLE,NA,NA,NA,NA,NA,NA,54 [27-98],54.07526,27.34881,97.68715,NA,2021-02-09T16:23:55.633+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25266199,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2015,SEX,BTSX,NA,NA,NA,NA,NA,NA,253 [136-434],252.6122,135.6615,434.0037,NA,2021-02-09T16:23:55.65+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25266200,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2013,SEX,MLE,NA,NA,NA,NA,NA,NA,197 [110-335],196.8512,109.881,334.7369,NA,2021-02-09T16:23:55.667+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25266201,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2000,SEX,BTSX,NA,NA,NA,NA,NA,NA,249 [183-330],249.1368,183.1533,330.3692,NA,2021-02-09T16:23:55.68+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25266202,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2014,SEX,BTSX,NA,NA,NA,NA,NA,NA,255 [139-436],254.9379,139.1356,435.5965,NA,2021-02-09T16:23:55.7+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25266203,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2002,SEX,FMLE,NA,NA,NA,NA,NA,NA,45 [30-66],45.44564,30.15888,65.85938,NA,2021-02-09T16:23:55.73+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25266204,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2000,SEX,FMLE,NA,NA,NA,NA,NA,NA,44 [30-61],43.52138,29.64996,61.42608,NA,2021-02-09T16:23:55.747+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25266205,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2004,SEX,FMLE,NA,NA,NA,NA,NA,NA,44 [28-65],43.87615,28.26278,65.44957,NA,2021-02-09T16:23:55.777+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25266206,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2009,SEX,BTSX,NA,NA,NA,NA,NA,NA,227 [139-361],226.6978,139.1801,360.7736,NA,2021-02-09T16:23:55.797+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25266207,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2008,SEX,BTSX,NA,NA,NA,NA,NA,NA,222 [140-343],222.2842,140.357,342.749,NA,2021-02-09T16:23:55.81+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25266208,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2011,SEX,FMLE,NA,NA,NA,NA,NA,NA,48 [27-81],48.38815,27.37835,80.76879,NA,2021-02-09T16:23:55.827+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25266209,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2001,SEX,FMLE,NA,NA,NA,NA,NA,NA,45 [31-65],45.34174,30.55096,64.89749,NA,2021-02-09T16:23:55.86+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25266210,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2002,SEX,BTSX,NA,NA,NA,NA,NA,NA,237 [169-322],237.0762,169.3282,321.8065,NA,2021-02-09T16:23:55.873+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25266211,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2017,SEX,FMLE,NA,NA,NA,NA,NA,NA,52 [27-92],51.54159,26.54246,91.67574,NA,2021-02-09T16:23:55.907+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25266212,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2001,SEX,MLE,NA,NA,NA,NA,NA,NA,199 [146-263],198.6675,146.4236,262.7406,NA,2021-02-09T16:23:55.923+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25266213,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2000,SEX,MLE,NA,NA,NA,NA,NA,NA,206 [154-269],205.6154,153.5033,268.9431,NA,2021-02-09T16:23:55.94+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25266214,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2001,SEX,BTSX,NA,NA,NA,NA,NA,NA,244 [177-328],244.0093,176.9746,327.6381,NA,2021-02-09T16:23:55.96+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25266215,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2011,SEX,MLE,NA,NA,NA,NA,NA,NA,189 [110-313],188.8737,110.0493,313.3338,NA,2021-02-09T16:23:55.973+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25266216,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2003,SEX,BTSX,NA,NA,NA,NA,NA,NA,226 [160-311],225.9836,160.0998,311.2547,NA,2021-02-09T16:23:56.007+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25266217,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2010,SEX,FMLE,NA,NA,NA,NA,NA,NA,49 [28-79],48.72779,28.06245,79.15945,NA,2021-02-09T16:23:56.02+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25266218,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2011,SEX,BTSX,NA,NA,NA,NA,NA,NA,237 [137-394],237.2619,137.4276,394.1026,NA,2021-02-09T16:23:56.037+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25266219,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2014,SEX,MLE,NA,NA,NA,NA,NA,NA,201 [110-342],200.9434,110.3972,341.6324,NA,2021-02-09T16:23:56.07+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25266220,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2018,SEX,BTSX,NA,NA,NA,NA,NA,NA,250 [131-436],250.4341,130.838,436.1597,NA,2021-02-09T16:23:56.083+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25266221,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2015,SEX,MLE,NA,NA,NA,NA,NA,NA,199 [107-341],198.9406,107.468,340.6874,NA,2021-02-09T16:23:56.1+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25266222,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2005,SEX,MLE,NA,NA,NA,NA,NA,NA,178 [124-252],178.1858,123.5393,252.4876,NA,2021-02-09T16:23:56.13+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25266223,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2010,SEX,BTSX,NA,NA,NA,NA,NA,NA,234 [139-380],233.7568,139.2689,380.1607,NA,2021-02-09T16:23:56.147+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25266224,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2002,SEX,MLE,NA,NA,NA,NA,NA,NA,192 [139-256],191.6305,139.1693,255.9471,NA,2021-02-09T16:23:56.16+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25266225,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2009,SEX,MLE,NA,NA,NA,NA,NA,NA,178 [111-283],178.3329,110.7374,283.2918,NA,2021-02-09T16:23:56.193+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25266226,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2008,SEX,MLE,NA,NA,NA,NA,NA,NA,176 [113-270],176.0616,112.6683,270.006,NA,2021-02-09T16:23:56.21+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25266227,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2005,SEX,BTSX,NA,NA,NA,NA,NA,NA,223 [152-321],223.3953,152.3575,320.8272,NA,2021-02-09T16:23:56.223+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25266228,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2012,SEX,FMLE,NA,NA,NA,NA,NA,NA,50 [28-85],50.06965,27.52295,84.73414,NA,2021-02-09T16:23:56.257+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25266229,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2012,SEX,BTSX,NA,NA,NA,NA,NA,NA,241 [136-405],240.7226,136.486,405.0529,NA,2021-02-09T16:23:56.27+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25266230,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2013,SEX,BTSX,NA,NA,NA,NA,NA,NA,249 [138-425],248.9993,138.0922,424.5036,NA,2021-02-09T16:23:56.287+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25266231,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2018,SEX,FMLE,NA,NA,NA,NA,NA,NA,54 [27-95],53.61331,27.08623,95.38338,NA,2021-02-09T16:23:56.32+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25266232,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2006,SEX,MLE,NA,NA,NA,NA,NA,NA,178 [120-256],177.7021,120.4882,256.3741,NA,2021-02-09T16:23:56.333+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25266233,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2007,SEX,FMLE,NA,NA,NA,NA,NA,NA,48 [30-75],48.39663,29.6674,74.91425,NA,2021-02-09T16:23:56.35+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25266234,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2003,SEX,MLE,NA,NA,NA,NA,NA,NA,181 [131-246],181.2949,130.871,245.7934,NA,2021-02-09T16:23:56.38+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25266235,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2009,SEX,FMLE,NA,NA,NA,NA,NA,NA,48 [28-77],48.36486,28.44268,77.48174,NA,2021-02-09T16:23:56.397+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25266236,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2018,SEX,MLE,NA,NA,NA,NA,NA,NA,197 [104-341],196.8208,103.7517,340.7763,NA,2021-02-09T16:23:56.43+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25266237,VIOLENCE_HOMICIDENUM,COUNTRY,AZE,YEAR,2004,SEX,BTSX,NA,NA,NA,NA,NA,NA,227 [158-318],226.7207,158.1966,317.5913,NA,2021-02-09T16:23:56.443+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25267078,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2015,SEX,MLE,NA,NA,NA,NA,NA,NA,466 [198-931],466.1168,197.9641,930.9,NA,2021-02-09T16:24:17.4+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25267079,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2017,SEX,FMLE,NA,NA,NA,NA,NA,NA,165 [60-349],164.7361,60.13181,348.7112,NA,2021-02-09T16:24:17.43+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25267080,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2014,SEX,MLE,NA,NA,NA,NA,NA,NA,462 [197-922],461.9137,196.5808,922.1881,NA,2021-02-09T16:24:17.46+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25267081,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2015,SEX,BTSX,NA,NA,NA,NA,NA,NA,615 [254-1239],614.5179,254.2018,1239.062,NA,2021-02-09T16:24:17.587+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25267082,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2019,SEX,BTSX,NA,NA,NA,NA,NA,NA,760 [376-1441],759.9368,375.6396,1440.695,NA,2021-02-09T16:24:17.603+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25267083,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2006,SEX,BTSX,NA,NA,NA,NA,NA,NA,406 [186-784],406.2863,185.7758,784.1048,NA,2021-02-09T16:24:17.62+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25267084,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2007,SEX,MLE,NA,NA,NA,NA,NA,NA,307 [213-469],307.1555,213.4294,468.8147,NA,2021-02-09T16:24:17.65+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25267085,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2006,SEX,MLE,NA,NA,NA,NA,NA,NA,299 [138-573],299.0224,138.4368,573.0845,NA,2021-02-09T16:24:17.663+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25267086,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2009,SEX,MLE,NA,NA,NA,NA,NA,NA,331 [146-644],330.6169,145.6685,644.3105,NA,2021-02-09T16:24:17.68+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25267087,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2018,SEX,FMLE,NA,NA,NA,NA,NA,NA,173 [95-314],173.1247,94.61543,313.6951,NA,2021-02-09T16:24:17.697+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25267088,VIOLENCE_HOMICIDENUM,COUNTRY,BDI,YEAR,2001,SEX,BTSX,NA,NA,NA,NA,NA,NA,361 [173-677],360.7309,172.6673,676.9293,NA,2021-02-09T16:24:17.727+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
